Movie Name,Language,Running Time,Year of Release,Maturity Rating,type,platform,tconst,genres,IMDb Rating_y
Zanjeer,Hindi,128,2013,13+,Movie,Amazon Prime,tt2357489,"Action,Crime,Drama",3.2
Calling Bell,Telugu,128,2015,18+,Movie,Amazon Prime,tt6685082,Horror,7.1
Batman Begins,English,140,2005,13+,Movie,Amazon Prime,tt0372784,"Action,Adventure",8.2
Resham Ki Dori,Hindi,139,1974,NR,Movie,Amazon Prime,tt0155106,"Drama,Family",6.9
Solo,Telugu,147,2011,13+,Movie,Amazon Prime,tt2123294,Drama,6.6
Teri Payal Mere Geet,Hindi,150,1993,All,Movie,Amazon Prime,tt0424489,"Drama,Romance",5.3
Muktodhara,Bengali,160,2012,13+,Movie,Amazon Prime,tt2909140,Drama,6.9
Maara,Tamil,149,2021,13+,Movie,Amazon Prime,tt9319874,"Adventure,Drama,Mystery",7.7
Ponmudipuzhayorathu,Malayalam,131,2005,NR,Movie,Amazon Prime,tt0990374,"Crime,Drama",4.6
Bandipotu,Telugu,135,2015,13+,Movie,Amazon Prime,tt4479870,"Comedy,Crime,Drama",6.2
Hirkani,Marathi,99,2019,All,Movie,Amazon Prime,tt10897054,History,7.3
I'm Your Woman,English,120,2020,16+,Movie,Amazon Prime,tt10243992,"Crime,Drama",6.2
Chocobar,Tamil,93,2016,18+,Movie,Amazon Prime,tt9890028,Romance,3.3
Sata Lota Pan Sagla Khota,Marathi,132,2015,All,Movie,Amazon Prime,tt5479606,Comedy,5.2
Narada Vijaya,Kannada,133,1980,NR,Movie,Amazon Prime,tt1389533,"Drama,Fantasy,Thriller",7.6
Daulat Ki Jung,Hindi,146,1992,All,Movie,Amazon Prime,tt0172300,"Action,Adventure,Romance",5.7
Kavalai Vendam,Tamil,131,2016,13+,Movie,Amazon Prime,tt6268114,"Comedy,Romance",4.9
Peru,English,25,2020,13+,Movie,Amazon Prime,tt13244574,"Adventure,Documentary,Reality-TV",8.5
The Other Side,English,91,2015,16+,Movie,Amazon Prime,tt3305370,"Action,Crime,Drama",8.8
Megham,Malayalam,137,1999,All,Movie,Amazon Prime,tt0251833,"Comedy,Romance",6.7
Adla Badli,Marathi,139,2008,13+,Movie,Amazon Prime,tt5471288,Comedy,8.0
Dui Prithibi,Bengali,140,1980,NR,Movie,Amazon Prime,tt7228574,Drama,7.0
Pratham Basanta,Bengali,127,1971,NR,Movie,Amazon Prime,tt1587255,Drama,6.9
The Girl Next Door,English,109,2004,18+,Movie,Amazon Prime,tt0265208,"Comedy,Drama,Romance",6.7
Eyes Wide Shut,English,159,1999,18+,Movie,Amazon Prime,tt0120663,"Drama,Mystery,Thriller",7.4
Top Gun,English,109,1986,7+,Movie,Amazon Prime,tt0092099,"Action,Drama",6.9
Dark,Bengali,15,2018,13+,Movie,Amazon Prime,tt8984816,Comedy,8.3
Thayi Meethu Sathyam,Tamil,136,1978,All,Movie,Amazon Prime,tt1411967,"Action,Drama",5.7
Neoti,Bengali,146,1999,NR,Movie,Amazon Prime,tt7148036,"Drama,Romance",4.6
Zindagi Jalebi,Hindi,117,2013,NR,Movie,Amazon Prime,tt3121618,Comedy,4.2
Ocean's 8,English,110,2018,16+,Movie,Amazon Prime,tt8530952,"Comedy,Talk-Show",5.0
Azhakiya Ravanan,Malayalam,154,1996,All,Movie,Amazon Prime,tt0266288,"Comedy,Drama",7.4
Most Likely to Murder,English,99,2018,18+,Movie,Amazon Prime,tt6566830,Comedy,5.2
Wushu Warrior,English,81,2011,13+,Movie,Amazon Prime,tt1308182,Action,3.9
Heer Ranjha,Hindi,159,1992,All,Movie,Amazon Prime,tt0104404,"Drama,Romance",5.2
Drone,English,85,2017,18+,Movie,Amazon Prime,tt5352846,Thriller,5.4
Anjali CBI,Telugu,146,2019,13+,Movie,Amazon Prime,tt9828428,\N,7.6
Kundan,Hindi,150,1993,NR,Movie,Amazon Prime,tt0364466,"Action,Drama",6.0
Madha,Telugu,104,2020,13+,Movie,Amazon Prime,tt9612136,"Mystery,Thriller",5.2
Mrugaya,Malayalam,144,1989,All,Movie,Amazon Prime,tt0271648,"Adventure,Drama",8.0
Aamhi Doghi,Marathi,137,2018,All,Movie,Amazon Prime,tt7748478,Drama,7.7
Ocean's Eleven,English,116,2001,13+,Movie,Amazon Prime,tt0240772,"Crime,Thriller",7.7
Oblivion,English,124,2013,16+,Movie,Amazon Prime,tt1483013,"Action,Adventure,Sci-Fi",7.0
Thiruda Thirudi,Tamil,151,2003,13+,Movie,Amazon Prime,tt8116258,"Comedy,Romance",6.2
Ghajinikanth,Tamil,137,2018,All,Movie,Amazon Prime,tt7850980,"Comedy,Romance",5.5
Shylock,Malayalam,129,2020,13+,Movie,Amazon Prime,tt10644282,"Action,Drama,Thriller",5.5
Mujhse Shaadi Karogi,Hindi,158,2004,13+,Movie,Amazon Prime,tt0418362,"Comedy,Romance",6.7
Aap Ki Khatir,Hindi,121,2006,13+,Movie,Amazon Prime,tt0810058,"Comedy,Romance",3.6
Satrangee Parachute,Hindi,94,2011,NR,Movie,Amazon Prime,tt1886663,"Comedy,Drama,Family",5.4
A Long Way Down,English,96,2014,18+,Movie,Amazon Prime,tt0458413,"Comedy,Drama",6.4
Dhola Maru,Gujarati,145,1983,All,Movie,Amazon Prime,tt0233565,Romance,5.9
Maatr,Hindi,110,2017,18+,Movie,Amazon Prime,tt5543746,Thriller,4.6
Injakkadan Mathai & Sons,Malayalam,122,1993,NR,Movie,Amazon Prime,tt0353553,"Action,Comedy,Drama",4.8
Kaappaan,Tamil,163,2019,13+,Movie,Amazon Prime,tt8411144,"Action,Thriller",6.5
Inba Twinkle Lilly,Tamil,135,2018,13+,Movie,Amazon Prime,tt11011484,Drama,4.7
Newspaper Boy,Malayalam,130,1997,NR,Movie,Amazon Prime,tt0355823,"Comedy,Drama,Mystery",3.8
Lakeer - Forbidden Lines,Hindi,161,2004,13+,Movie,Amazon Prime,tt0426075,"Action,Drama,Romance",4.4
TN-07 AL 4777,Malayalam,103,2009,NR,Movie,Amazon Prime,tt6446698,\N,7.7
Blackmail,Hindi,137,2018,13+,Movie,Amazon Prime,tt6972140,"Comedy,Thriller",7.1
Coolie No. 1,Hindi,134,2020,13+,Movie,Amazon Prime,tt10280276,"Action,Comedy,Romance",3.4
The Prince,English,90,2014,16+,Movie,Amazon Prime,tt1085492,"Action,Thriller",4.6
Lakshmi's NTR,Telugu,150,2019,All,Movie,Amazon Prime,tt9319884,Drama,6.6
Kaliyoonjal,Malayalam,153,1997,All,Movie,Amazon Prime,tt0246722,Drama,6.2
Sound of Metal,English,121,2020,18+,Movie,Amazon Prime,tt13443074,Talk-Show,7.6
Magamuni,Tamil,156,2019,13+,Movie,Amazon Prime,tt10370932,"Crime,Drama,Thriller",7.8
Sanam Bewafa,Hindi,160,1991,All,Movie,Amazon Prime,tt0102835,"Drama,Romance",5.4
Mikhael,Malayalam,147,2019,16+,Movie,Amazon Prime,tt8694228,"Action,Thriller",5.1
Jack Reacher,English,130,2012,13+,Movie,Amazon Prime,tt0790724,"Action,Thriller",7.0
Aata,Telugu,137,2007,13+,Movie,Amazon Prime,tt0962746,"Comedy,Drama,Romance",4.8
Puja,Bengali,145,1996,NR,Movie,Amazon Prime,tt4270840,"Drama,Musical",6.9
Avengers Grimm,Hindi,85,2015,13+,Movie,Amazon Prime,tt4296026,"Action,Adventure,Fantasy",2.7
Jack & Dil,Hindi,93,2018,13+,Movie,Amazon Prime,tt6144958,"Comedy,Family",7.4
Fury,English,134,2014,18+,Movie,Amazon Prime,tt2713180,"Action,Drama,War",7.6
Online Binline,Marathi,127,2015,All,Movie,Amazon Prime,tt4837328,"Comedy,Romance",6.4
I Am Not a Hipster,English,90,2012,NR,Movie,Amazon Prime,tt2091318,"Drama,Music",6.6
Happy Journey,Marathi,128,2014,13+,Movie,Amazon Prime,tt3686176,Drama,5.4
Tya Ratri Paus Hota,Marathi,116,2009,13+,Movie,Amazon Prime,tt7690214,Drama,6.8
Dil Tera Diwana,Hindi,140,1996,All,Movie,Amazon Prime,tt0322027,"Drama,Mystery",5.0
Annavaram,Telugu,174,2006,13+,Movie,Amazon Prime,tt0493389,"Action,Drama",4.9
Veer,Hindi,163,2010,NR,Movie,Amazon Prime,tt1185412,"Action,Adventure,Drama",4.5
Out of Control,Hindi,124,2003,NR,Movie,Amazon Prime,tt0388315,"Comedy,Drama,Romance",3.3
Aakali Rajyam,Telugu,134,1981,All,Movie,Amazon Prime,tt0154124,Drama,8.1
Ek Nari Ek Brahmachari,Hindi,151,1971,NR,Movie,Amazon Prime,tt0175590,"Comedy,Drama",6.2
Govinda,Marathi,103,2013,All,Movie,Amazon Prime,tt10087544,Drama,7.0
Maha Prachandaru,Kannada,137,1981,NR,Movie,Amazon Prime,tt1380144,\N,8.0
32aam Adhyayam 23aam Vaakyam,Malayalam,115,2015,All,Movie,Amazon Prime,tt4887400,"Mystery,Thriller",5.6
A Year in Port,English,85,2016,13+,Movie,Amazon Prime,tt5514614,Documentary,6.7
Mashaal,Hindi,169,1984,16+,Movie,Amazon Prime,tt0085912,"Action,Drama,Family",7.3
Shree,Hindi,109,2013,NR,Movie,Amazon Prime,tt2826126,"Sci-Fi,Thriller",6.3
Nagordola,Bengali,144,2005,18+,Movie,Amazon Prime,tt1399058,Drama,7.4
Mayalodu,Telugu,130,1993,All,Movie,Amazon Prime,tt0267738,"Comedy,Drama",6.9
John Wick,English,101,2014,18+,Movie,Amazon Prime,tt2911666,"Action,Crime,Thriller",7.4
Striker,Kannada,120,2019,13+,Movie,Amazon Prime,tt9737984,Action,7.1
Bee Season,English,104,2005,13+,Movie,Amazon Prime,tt0387059,"Drama,Family",5.5
Love Story 2050,Hindi,136,2008,All,Movie,Amazon Prime,tt0490170,"Action,Adventure,Drama",2.6
Love Breakups Zindagi,Hindi,149,2011,13+,Movie,Amazon Prime,tt1877691,"Comedy,Drama,Romance",5.8
Kal Ki Awaz,Hindi,162,1992,All,Movie,Amazon Prime,tt0158694,Action,6.2
Kari Chirathe,Kannada,138,2010,NR,Movie,Amazon Prime,tt6774886,"Action,Romance",3.7
My Story,Malayalam,137,2018,All,Movie,Amazon Prime,tt5884834,"Drama,Musical,Romance",4.5
For Ellen,English,89,2012,16+,Movie,Amazon Prime,tt1570583,Drama,6.0
Black Hawk Down,English,144,2001,18+,Movie,Amazon Prime,tt0265086,"Drama,History,War",7.7
Rab Ne Bana Di Jodi,Hindi,163,2008,All,Movie,Amazon Prime,tt1182937,"Comedy,Drama,Music",7.2
Sun Sajna,Hindi,138,1982,NR,Movie,Amazon Prime,tt0430647,"Drama,Family,Romance",6.3
Tyler Perry's A Madea Family Funeral,English,109,2019,13+,Movie,Amazon Prime,tt9869214,"Comedy,Talk-Show",5.1
Alludugaru,Telugu,137,1990,All,Movie,Amazon Prime,tt0257386,"Comedy,Drama",5.6
Bonus,Marathi,118,2020,All,Movie,Amazon Prime,tt9044650,Drama,7.6
Big B,Malayalam,130,2007,13+,Movie,Amazon Prime,tt0973783,"Action,Crime,Thriller",7.7
Piya Ka Ghar,Hindi,134,1972,All,Movie,Amazon Prime,tt0158092,"Drama,Family,Musical",6.7
Sardaar Gabbar Singh,Hindi,164,2016,NR,Movie,Amazon Prime,tt4545630,"Action,Comedy,Crime",4.8
The Wolf of Wall Street,English,172,2013,18+,Movie,Amazon Prime,tt0993846,"Biography,Crime,Drama",8.2
Stuart Little 3: Call of the Wild,English,75,2005,13+,Movie,Amazon Prime,tt0472602,"Animation,Comedy,Family",4.3
Sangharsh,Kannada,140,1999,NR,Movie,Amazon Prime,tt0111068,"Action,Crime,Drama",6.8
Professor Shanku O El Dorado,Bengali,91,2019,13+,Movie,Amazon Prime,tt8364102,Drama,5.3
Krithyam,Malayalam,127,2005,NR,Movie,Amazon Prime,tt0468785,"Action,Thriller",3.7
Veerey Ki Wedding,Hindi,125,2018,13+,Movie,Amazon Prime,tt7262178,"Comedy,Romance",2.8
Donald Trump: The Apprentice President?,English,56,2016,13+,Movie,Amazon Prime,tt8010850,Documentary,4.5
First Daughter,English,106,2004,All,Movie,Amazon Prime,tt0361620,"Comedy,Drama,Romance",5.1
Zindagi Virat,Marathi,140,2017,NR,Movie,Amazon Prime,tt9076258,Drama,8.1
Ardaas,Punjabi,134,2016,All,Movie,Amazon Prime,tt5565670,Drama,8.4
Fodi Laishu Yaar,Gujarati,137,2017,All,Movie,Amazon Prime,tt6567708,"Comedy,Romance",5.3
Konkanastha,Marathi,135,2013,All,Movie,Amazon Prime,tt5458264,"Drama,Family",6.4
Manini,Marathi,142,2004,13+,Movie,Amazon Prime,tt5914652,Family,7.0
Vangaveeti,Telugu,139,2016,18+,Movie,Amazon Prime,tt5663682,"Action,Biography,Crime",6.1
One Two Three,Hindi,136,2008,NR,Movie,Amazon Prime,tt1176960,"Comedy,Crime",5.3
Karma,Tamil,71,2015,13+,Movie,Amazon Prime,tt2393296,"Crime,Mystery,Thriller",6.4
Tohfa,Hindi,159,1984,All,Movie,Amazon Prime,tt0125556,"Drama,Romance",5.2
Wazir,Hindi,98,2016,13+,Movie,Amazon Prime,tt0315642,"Action,Crime,Drama",7.1
Kill Dil,Hindi,117,2014,13+,Movie,Amazon Prime,tt3380264,"Action,Comedy,Drama",4.3
Vikramarkudu,Telugu,160,2006,18+,Movie,Amazon Prime,tt0858492,Action,7.7
March of the Living,English,76,2010,NR,Movie,Amazon Prime,tt1186809,Documentary,6.3
Jessie,Telugu,103,2019,18+,Movie,Amazon Prime,tt9903716,"Horror,Thriller",6.9
Swayamvaram,Telugu,120,1982,NR,Movie,Amazon Prime,tt0262803,"Drama,Romance",7.6
Ranbanka,Hindi,93,2015,13+,Movie,Amazon Prime,tt5151622,Action,3.7
Dil,Hindi,165,1990,All,Movie,Amazon Prime,tt0099429,"Comedy,Drama,Romance",6.7
Hostel,Hindi,112,2011,13+,Movie,Amazon Prime,tt1825801,"Action,Crime,Drama",5.2
Chhota Bheem Kung Fu Dhamaka,Hindi,111,2019,All,Movie,Amazon Prime,tt10288820,"Action,Adventure,Animation",5.4
Kindergarten Cop,English,111,1990,13+,Movie,Amazon Prime,tt0099938,"Action,Comedy,Crime",6.2
Bol,Hindi,151,2011,NR,Movie,Amazon Prime,tt1891757,Drama,8.2
Style,Telugu,152,2006,All,Movie,Amazon Prime,tt0978723,Musical,6.0
Rough Book,Hindi,102,2016,All,Movie,Amazon Prime,tt4358344,Drama,6.8
Kilukkam Kilukilukkam,Malayalam,156,2006,NR,Movie,Amazon Prime,tt1102252,Comedy,2.4
Unfinished Business,English,90,2015,18+,Movie,Amazon Prime,tt2358925,"Comedy,Drama",5.4
Hemlock Society,Bengali,141,2012,13+,Movie,Amazon Prime,tt2266600,"Comedy,Drama,Romance",7.5
Neenu Nakkare Haalu Sakkare,Kannada,147,1991,NR,Movie,Amazon Prime,tt1354041,Comedy,7.5
State Rowdy,Telugu,146,1989,NR,Movie,Amazon Prime,tt0246254,"Action,Crime,Drama",6.4
Aakhri Badla,Hindi,120,1989,NR,Movie,Amazon Prime,tt0482672,"Action,Crime,Drama",5.2
Jurassic Park III,Hindi,92,2001,13+,Movie,Amazon Prime,tt0163025,"Action,Adventure,Sci-Fi",5.9
Welcome Home,English,92,2018,18+,Movie,Amazon Prime,tt6829180,Thriller,5.2
Pass Over,English,75,2018,18+,Movie,Amazon Prime,tt7768846,Drama,5.8
Conditions Apply,Marathi,112,2017,NR,Movie,Amazon Prime,tt7533456,"Comedy,Drama",7.6
Mokssh,Hindi,103,2013,NR,Movie,Amazon Prime,tt3498050,"Drama,Musical",5.2
Andaz Apna Apna,Hindi,153,1994,All,Movie,Amazon Prime,tt0109117,"Action,Comedy,Romance",8.1
Kozhipporu,Malayalam,97,2020,All,Movie,Amazon Prime,tt10934216,"Drama,Family",5.9
Evaru,Telugu,115,2019,13+,Movie,Amazon Prime,tt10545484,"Crime,Drama,Mystery",8.2
Bellflower,English,106,2011,18+,Movie,Amazon Prime,tt1242599,"Action,Drama,Romance",6.4
Love Alive,Hindi,85,2016,13+,Movie,Amazon Prime,tt5247556,Thriller,7.7
Mantostaan,Hindi,74,2017,13+,Movie,Amazon Prime,tt5569160,"Drama,History",6.1
Mr. Bechara,Hindi,137,1996,All,Movie,Amazon Prime,tt0117099,Comedy,5.4
The Witch: Part 1 - The Subversion,Hindi,120,2018,18+,Movie,Amazon Prime,tt8574252,"Action,Mystery",7.2
Dante's Inferno,English,88,2010,18+,Movie,Amazon Prime,tt1409575,"Action,Adventure,Fantasy",7.7
Baabul,Hindi,162,2006,All,Movie,Amazon Prime,tt0419468,"Drama,Family,Romance",5.4
Sargi,Punjabi,123,2017,All,Movie,Amazon Prime,tt6476532,Drama,5.8
An American Werewolf in London,English,97,1981,18+,Movie,Amazon Prime,tt0082010,"Comedy,Horror",7.5
Oru Sayahnathinte Swapnam,Malayalam,122,1989,NR,Movie,Amazon Prime,tt0155931,Drama,6.0
Dangerous Intentions,English,93,1995,13+,Movie,Amazon Prime,tt0112791,Drama,6.0
Ranangan,Marathi,128,2018,13+,Movie,Amazon Prime,tt8396318,Drama,5.7
Sanyasi,Hindi,148,1975,NR,Movie,Amazon Prime,tt0073657,Drama,6.8
50 First Dates,English,99,2004,13+,Movie,Amazon Prime,tt0343660,"Comedy,Drama,Romance",6.8
Vasantha Geetha,Kannada,161,1980,NR,Movie,Amazon Prime,tt1416827,\N,8.4
Aladin,Hindi,132,2009,NR,Movie,Amazon Prime,tt1227762,"Action,Adventure,Comedy",4.6
Okkadunnadu,Telugu,130,2007,18+,Movie,Amazon Prime,tt0924262,"Action,Crime,Thriller",7.4
Ishq,Malayalam,132,2019,13+,Movie,Amazon Prime,tt9448332,"Drama,Romance,Thriller",7.5
Inspector Gadget Saves Christmas,English,22,1992,All,Movie,Amazon Prime,tt0285225,"Adventure,Animation,Comedy",5.9
Urge,English,87,2016,18+,Movie,Amazon Prime,tt4083572,Thriller,4.5
Anbu Sagotharan,Tamil,158,2005,13+,Movie,Amazon Prime,tt6418626,Drama,7.8
Veedu Theda,Telugu,131,2011,NR,Movie,Amazon Prime,tt2262391,"Action,Drama",5.8
Mouna Ragam,Tamil,138,1986,All,Movie,Amazon Prime,tt0091559,"Drama,Romance",8.4
Jis Desh Mein Ganga Rehta Hain,Hindi,146,2000,All,Movie,Amazon Prime,tt0263491,"Comedy,Crime,Drama",4.9
Knowing,English,121,2009,13+,Movie,Amazon Prime,tt0448011,"Action,Drama,Sci-Fi",6.2
Seethakaathi,Tamil,172,2018,13+,Movie,Amazon Prime,tt8011324,Drama,7.0
Tigerland,English,100,2000,18+,Movie,Amazon Prime,tt0170691,"Drama,War",7.0
The Carrier,English,90,2015,18+,Movie,Amazon Prime,tt3163224,"Action,Horror,Sci-Fi",3.9
Housefull 3,Hindi,134,2016,NR,Movie,Amazon Prime,tt4559046,"Action,Comedy,Romance",5.0
Westall '66: A Suburban UFO Mystery,English,49,2010,7+,Movie,Amazon Prime,tt2976002,Documentary,6.2
Dancer,Hindi,149,1991,All,Movie,Amazon Prime,tt0289686,"Action,Drama,Musical",4.2
Ek Ajooba,Hindi,71,2000,All,Movie,Amazon Prime,tt2844724,Family,6.0
Lolita,Bengali,122,1984,13+,Movie,Amazon Prime,tt0087292,"Comedy,Drama",4.5
Mounto,Hindi,114,1975,NR,Movie,Amazon Prime,tt0389178,"Action,Crime",4.8
22 Yards,Hindi,126,2019,All,Movie,Amazon Prime,tt9496212,Sport,6.1
We Come as Friends,English,109,2014,NR,Movie,Amazon Prime,tt3362914,Documentary,7.5
Chandni Bar,Hindi,144,2001,13+,Movie,Amazon Prime,tt0267363,"Crime,Drama",7.6
Sindoor,Hindi,165,1987,All,Movie,Amazon Prime,tt0359990,"Comedy,Drama",5.0
Judwaa,Hindi,133,1997,13+,Movie,Amazon Prime,tt0119428,"Action,Comedy,Drama",6.1
Tik Tik Tik,Tamil,134,1981,NR,Movie,Amazon Prime,tt0156136,"Crime,Mystery,Thriller",6.9
Ventilator,Gujarati,140,2018,All,Movie,Amazon Prime,tt8982436,"Comedy,Drama",7.7
Chudail Story,Hindi,99,2016,18+,Movie,Amazon Prime,tt5914630,"Horror,Thriller",2.4
Ocean's Thirteen,English,122,2007,13+,Movie,Amazon Prime,tt0496806,"Crime,Thriller",6.9
Mirrors,English,111,2008,18+,Movie,Amazon Prime,tt0790686,"Horror,Mystery",6.1
Greed,Tamil,104,2020,13+,Movie,Amazon Prime,tt13106832,"Action,Adventure,Animation",7.3
Ahista Ahista,Hindi,117,2006,All,Movie,Amazon Prime,tt0831840,"Drama,Romance",7.0
Double Take,English,79,2009,NR,Movie,Amazon Prime,tt1386926,Documentary,6.2
Lady Tiger,Telugu,130,2019,13+,Movie,Amazon Prime,tt9537066,Documentary,3.4
Shortkut - The Con Is On,Hindi,132,2009,13+,Movie,Amazon Prime,tt1229390,"Comedy,Drama",3.4
Agni Devi,Tamil,101,2019,NR,Movie,Amazon Prime,tt9319880,"Crime,Drama",4.9
Action Jackson,Hindi,143,2014,NR,Movie,Amazon Prime,tt0403935,"Action,Crime,Thriller",3.3
Bichhoo,Hindi,154,2000,18+,Movie,Amazon Prime,tt0252277,"Action,Crime,Drama",5.0
Sadrishavakyam 24:29,Malayalam,127,2017,13+,Movie,Amazon Prime,tt7709860,"Crime,Drama",4.6
Saving Private Ryan,English,169,1998,18+,Movie,Amazon Prime,tt0120815,"Drama,War",8.6
Tashan,Hindi,147,2008,13+,Movie,Amazon Prime,tt0995752,"Action,Comedy,Drama",3.9
Bliss,English,103,2021,16+,Movie,Amazon Prime,tt10333426,"Drama,Romance,Sci-Fi",5.4
Chaukat Raja,Marathi,149,1991,All,Movie,Amazon Prime,tt0436165,Family,7.3
Traffic Signal,Hindi,125,2007,13+,Movie,Amazon Prime,tt0819810,Drama,6.5
Vampires Suck,English,82,2010,16+,Movie,Amazon Prime,tt1666186,"Comedy,Horror",3.4
Geet Sangeet,Bengali,135,1994,NR,Movie,Amazon Prime,tt1590979,"Drama,Music",7.0
Wedding Cha Shinema,Marathi,137,2019,All,Movie,Amazon Prime,tt9648668,Comedy,6.8
Love Aaj Kal Porshu,Bengali,102,2020,13+,Movie,Amazon Prime,tt10801042,"Drama,Romance",6.0
Geethanjali,Malayalam,150,2013,13+,Movie,Amazon Prime,tt3322506,Thriller,3.8
Kaatrin Mozhi,Tamil,147,2018,7+,Movie,Amazon Prime,tt8303588,"Comedy,Drama",7.4
Sapoot,Hindi,152,1996,13+,Movie,Amazon Prime,tt0135641,"Action,Crime,Drama",5.2
One Child Nation,English,88,2019,18+,Movie,Amazon Prime,tt8923482,"Documentary,History",7.5
Andha Atit,Bengali,105,1972,NR,Movie,Amazon Prime,tt1538220,Drama,6.4
Time Machine,Hindi,40,2016,13+,Movie,Amazon Prime,tt4209086,"Family,Fantasy,Romance",6.0
Nishchaiy,Hindi,146,1992,All,Movie,Amazon Prime,tt0105007,"Action,Drama,Romance",4.2
Srimannarayana,Telugu,138,2012,18+,Movie,Amazon Prime,tt2227430,Drama,4.2
Chikati Gadilo Chithakotudu,Telugu,106,2019,18+,Movie,Amazon Prime,tt9811452,"Adult,Comedy",4.8
Catch Me If You Can,English,140,2002,16+,Movie,Amazon Prime,tt0264464,"Biography,Crime,Drama",8.1
Soldiers of Fortune,English,93,2012,18+,Movie,Amazon Prime,tt1678051,"Action,Thriller",4.3
Ganesh Talkies,Bengali,130,2013,All,Movie,Amazon Prime,tt3037398,"Drama,Romance",5.1
Paharganj,Hindi,104,2019,18+,Movie,Amazon Prime,tt7624840,"Crime,Drama,Mystery",4.5
Sakka Podu Podu Raja,Tamil,124,2017,13+,Movie,Amazon Prime,tt7510870,"Action,Comedy",4.4
Appu,Malayalam,139,1990,All,Movie,Amazon Prime,tt0278927,"Comedy,Drama,Thriller",5.8
Nee Bareda Kadambari,Kannada,136,1985,NR,Movie,Amazon Prime,tt1392207,Drama,7.6
Cheel Zadap,Gujarati,117,2019,13+,Movie,Amazon Prime,tt10811070,"Comedy,Thriller",5.6
Chakkiligintha,Telugu,142,2014,13+,Movie,Amazon Prime,tt5908042,Romance,6.3
The Final Countdown,English,102,1980,18+,Movie,Amazon Prime,tt0080736,"Action,Adventure,Sci-Fi",6.7
Aar Paar,Hindi,139,1985,All,Movie,Amazon Prime,tt0268117,Action,6.1
Tootsie,English,116,1982,NR,Movie,Amazon Prime,tt0084805,"Comedy,Drama,Romance",7.4
Kalyanam,Malayalam,113,2018,All,Movie,Amazon Prime,tt7594378,"Comedy,Romance",6.7
Aasaiyil Oru Kaditham,Tamil,126,1999,13+,Movie,Amazon Prime,tt10075042,"Action,Drama,Romance",5.2
Ponnar Sankar,Tamil,134,2011,All,Movie,Amazon Prime,tt1931513,"Drama,Thriller",4.0
Agent Gopi,Telugu,129,1978,NR,Movie,Amazon Prime,tt1321329,Action,7.6
Morya,Marathi,121,2011,13+,Movie,Amazon Prime,tt1904971,"Drama,Short",8.0
Phamous,Hindi,109,2018,18+,Movie,Amazon Prime,tt8338746,"Comedy,Crime,Drama",3.8
The Bourne Identity,Hindi,118,2002,13+,Movie,Amazon Prime,tt0258463,"Action,Mystery,Thriller",7.9
Dishkiyaoon,Hindi,118,2014,NR,Movie,Amazon Prime,tt3539966,"Action,Thriller",5.2
Pratigyabadh,Hindi,162,1991,All,Movie,Amazon Prime,tt0102702,Drama,5.6
Dharmapuri,Tamil,146,2006,All,Movie,Amazon Prime,tt8938974,Drama,4.6
Bouma,Bengali,147,2019,13+,Movie,Amazon Prime,tt9743140,"Comedy,Short",6.6
Dharasnan,Bengali,143,2018,NR,Movie,Amazon Prime,tt8489884,Drama,5.3
Kush,Hindi,25,2013,18+,Movie,Amazon Prime,tt3082844,"Drama,Family,History",7.7
YZ,Marathi,145,2016,13+,Movie,Amazon Prime,tt5780076,Comedy,7.3
The Wait,English,98,2013,18+,Movie,Amazon Prime,tt1675759,"Drama,Thriller",4.7
Jenifer,English,94,2001,13+,Movie,Amazon Prime,tt0287503,Drama,5.8
Kannappanunni,Malayalam,156,1977,NR,Movie,Amazon Prime,tt0234014,Drama,6.8
Gaon,Hindi,124,2018,13+,Movie,Amazon Prime,tt6667252,Drama,5.3
Varavelpu,Malayalam,145,1989,All,Movie,Amazon Prime,tt0292319,"Comedy,Drama",8.1
Namastey London,Hindi,131,2007,All,Movie,Amazon Prime,tt0795434,"Comedy,Drama,Romance",7.1
The Great Gambler,Hindi,162,1979,18+,Movie,Amazon Prime,tt0079236,"Action,Crime,Romance",6.5
Moon,English,97,2009,18+,Movie,Amazon Prime,tt1182345,"Drama,Mystery,Sci-Fi",7.8
Dark Chocolate,Hindi,91,2016,18+,Movie,Amazon Prime,tt5872506,"Crime,Thriller",4.2
Be Dune Saade Chaar,Marathi,132,2009,All,Movie,Amazon Prime,tt3783464,Comedy,6.7
Jora 10 Numbaria,Punjabi,135,2017,18+,Movie,Amazon Prime,tt7202976,Action,6.5
Aetbaar,Hindi,143,2004,18+,Movie,Amazon Prime,tt0377340,"Action,Drama,Musical",4.6
Protidan,Bengali,142,1983,NR,Movie,Amazon Prime,tt0362992,Drama,6.5
Khuda Gawah,Hindi,185,1992,All,Movie,Amazon Prime,tt0104607,"Action,Adventure,Drama",6.5
Satya,Telugu,156,1998,NR,Movie,Amazon Prime,tt0195231,"Action,Crime,Drama",8.2
Bidrohi,Bengali,139,1987,NR,Movie,Amazon Prime,tt1589985,"Action,Drama,Romance",6.5
Indiana Jones and the Raiders of the Lost Ark,English,115,1981,18+,Movie,Amazon Prime,tt0082971,"Action,Adventure",8.4
Marmaduke,English,88,2010,All,Movie,Amazon Prime,tt1392197,"Comedy,Family",4.3
Pauran,Malayalam,141,2005,NR,Movie,Amazon Prime,tt0468831,"Crime,Drama,Romance",4.5
